Serial no;Year;City;Sport;Discipline;Athlete;Country;Gender;Event;Medal
1038;1964;Innsbruck;Ice Hockey;Ice Hockey;SVENTEK, Stanislav;TCH;Men;Ice Hockey;Bronze
1039;1964;Innsbruck;Ice Hockey;Ice Hockey;TIKAL, Frantisek;TCH;Men;Ice Hockey;Bronze
1040;1964;Innsbruck;Ice Hockey;Ice Hockey;VLACH, Miroslav;TCH;Men;Ice Hockey;Bronze
1041;1964;Innsbruck;Ice Hockey;Ice Hockey;WALTER, Jaroslav;TCH;Men;Ice Hockey;Bronze
1042;1964;Innsbruck;Ice Hockey;Ice Hockey;ALEKSANDROV, Veniamin;URS;Men;Ice Hockey;Gold
1043;1964;Innsbruck;Ice Hockey;Ice Hockey;ALMETOV, Aleksandr;URS;Men;Ice Hockey;Gold
1044;1964;Innsbruck;Ice Hockey;Ice Hockey;DAVIDOV, Vitali;URS;Men;Ice Hockey;Gold
1045;1964;Innsbruck;Ice Hockey;Ice Hockey;FIRSOV, Anatoli;URS;Men;Ice Hockey;Gold
1046;1964;Innsbruck;Ice Hockey;Ice Hockey;IVANOV, Eduard;URS;Men;Ice Hockey;Gold
1047;1964;Innsbruck;Ice Hockey;Ice Hockey;KONOVALENKO, Viktor;URS;Men;Ice Hockey;Gold
1048;1964;Innsbruck;Ice Hockey;Ice Hockey;KOUSKINE, Viktor;URS;Men;Ice Hockey;Gold
1049;1964;Innsbruck;Ice Hockey;Ice Hockey;LOKTEV, Konstantin;URS;Men;Ice Hockey;Gold
1050;1964;Innsbruck;Ice Hockey;Ice Hockey;MAYOROV, Boris;URS;Men;Ice Hockey;Gold
1051;1964;Innsbruck;Ice Hockey;Ice Hockey;MAYOROV, Evgeni;URS;Men;Ice Hockey;Gold
1052;1964;Innsbruck;Ice Hockey;Ice Hockey;PETUKHOV, Stanislav;URS;Men;Ice Hockey;Gold
1053;1964;Innsbruck;Ice Hockey;Ice Hockey;RAGULIN, Aleksandr;URS;Men;Ice Hockey;Gold
1054;1964;Innsbruck;Ice Hockey;Ice Hockey;STARSHINOV, Viacheslav;URS;Men;Ice Hockey;Gold
1055;1964;Innsbruck;Ice Hockey;Ice Hockey;VOLKOV, Leonid;URS;Men;Ice Hockey;Gold
1056;1964;Innsbruck;Ice Hockey;Ice Hockey;YAKUSHEV, Viktor;URS;Men;Ice Hockey;Gold
1057;1964;Innsbruck;Ice Hockey;Ice Hockey;ZAITZEV, Boris;URS;Men;Ice Hockey;Gold
1058;1964;Innsbruck;Ice Hockey;Ice Hockey;ANDERSSON, Anders;SWE;Men;Ice Hockey;Silver
1059;1964;Innsbruck;Ice Hockey;Ice Hockey;BLOME, Gert;SWE;Men;Ice Hockey;Silver
1060;1964;Innsbruck;Ice Hockey;Ice Hockey;HÄGGROTH, Lennart;SWE;Men;Ice Hockey;Silver
1061;1964;Innsbruck;Ice Hockey;Ice Hockey;JOHANSSON, Lennart;SWE;Men;Ice Hockey;Silver
1062;1964;Innsbruck;Ice Hockey;Ice Hockey;JOHANSSON, Nils;SWE;Men;Ice Hockey;Silver
1063;1964;Innsbruck;Ice Hockey;Ice Hockey;JOHANSSON-TUMBA, Sven Olof;SWE;Men;Ice Hockey;Silver
1064;1964;Innsbruck;Ice Hockey;Ice Hockey;LUNDVALL, Lars Erik;SWE;Men;Ice Hockey;Silver
1065;1964;Innsbruck;Ice Hockey;Ice Hockey;MÄÄTÄÄ, Eilert;SWE;Men;Ice Hockey;Silver
1066;1964;Innsbruck;Ice Hockey;Ice Hockey;MILD, Hans;SWE;Men;Ice Hockey;Silver
1067;1964;Innsbruck;Ice Hockey;Ice Hockey;NILSSON, Nils Erik;SWE;Men;Ice Hockey;Silver
1068;1964;Innsbruck;Ice Hockey;Ice Hockey;NORDLANDER, Bert-Ola;SWE;Men;Ice Hockey;Silver
1069;1964;Innsbruck;Ice Hockey;Ice Hockey;ÖBERG, Carl-Göran;SWE;Men;Ice Hockey;Silver
1070;1964;Innsbruck;Ice Hockey;Ice Hockey;ÖHRLUND, Uno;SWE;Men;Ice Hockey;Silver
1071;1964;Innsbruck;Ice Hockey;Ice Hockey;PETTERSSON, Ronald Erik;SWE;Men;Ice Hockey;Silver
1072;1964;Innsbruck;Ice Hockey;Ice Hockey;STERNER, Ulf;SWE;Men;Ice Hockey;Silver
1073;1964;Innsbruck;Ice Hockey;Ice Hockey;STOLTZ, Roland;SWE;Men;Ice Hockey;Silver
1074;1964;Innsbruck;Ice Hockey;Ice Hockey;SVENSSON, Kjell;SWE;Men;Ice Hockey;Silver
1075;1964;Innsbruck;Luge;Luge;AUSSENDORFER, Walter;ITA;Men;Doubles;Bronze
1076;1964;Innsbruck;Luge;Luge;MAIR, Sigisfredo;ITA;Men;Doubles;Bronze
1077;1964;Innsbruck;Luge;Luge;FEISTMANTL, Josef;AUT;Men;Doubles;Gold
1078;1964;Innsbruck;Luge;Luge;STENGL, Manfred;AUT;Men;Doubles;Gold
1079;1964;Innsbruck;Luge;Luge;SENN, Reinhold;AUT;Men;Doubles;Silver
1080;1964;Innsbruck;Luge;Luge;THALER, Helmut;AUT;Men;Doubles;Silver
1081;1964;Innsbruck;Luge;Luge;PLENK, Hans;EUA;Men;Singles;Bronze
1082;1964;Innsbruck;Luge;Luge;KÖHLER, Thomas;EUA;Men;Singles;Gold
1083;1964;Innsbruck;Luge;Luge;BONSACK, Klaus;EUA;Men;Singles;Silver
1084;1964;Innsbruck;Luge;Luge;THURNER, Helene;AUT;Women;Singles;Bronze
1085;1964;Innsbruck;Luge;Luge;ENDERLEIN, Ortrun;EUA;Women;Singles;Gold
1086;1964;Innsbruck;Luge;Luge;GEISLER, Ilse;EUA;Women;Singles;Silver
1087;1964;Innsbruck;Skating;Figure skating;ALLEN, Scott;USA;Men;Individual;Bronze
1088;1964;Innsbruck;Skating;Figure skating;SCHNELLDORFER, Manfred;EUA;Men;Individual;Gold
1089;1964;Innsbruck;Skating;Figure skating;CALMAT, Alain;FRA;Men;Individual;Silver
1090;1964;Innsbruck;Skating;Figure skating;BURKA, Petra;CAN;Women;Individual;Bronze
1091;1964;Innsbruck;Skating;Figure skating;DIJKSTRA, Sjoukje;NED;Women;Individual;Gold
1092;1964;Innsbruck;Skating;Figure skating;HEITZER, Regine;AUT;Women;Individual;Silver
1093;1964;Innsbruck;Skating;Figure skating;REVELL, Guy;CAN;Men;Pairs;Silver
1094;1964;Innsbruck;Skating;Figure skating;WILKES, Debbi;CAN;Women;Pairs;Silver
1095;1964;Innsbruck;Skating;Figure skating;BELOUSOVA, Lyudmila;URS;Women;Pairs;Gold
1096;1964;Innsbruck;Skating;Figure skating;PROTOPOPOV, Oleg;URS;Men;Pairs;Gold
1097;1964;Innsbruck;Skating;Figure skating;JOSEPH, Ronald;USA;Women;Pairs;Bronze
1098;1964;Innsbruck;Skating;Figure skating;JOSEPH, Vivian;USA;Men;Pairs;Bronze
1099;1964;Innsbruck;Skating;Figure skating;BÄUMLER, Hans Jürgen;EUA;Men;Pairs;Silver
1100;1964;Innsbruck;Skating;Figure skating;KILIUS, Marika;EUA;Women;Pairs;Silver
1101;1964;Innsbruck;Skating;Speed skating;JOHANNESEN, Knut;NOR;Men;10000M;Bronze
1102;1964;Innsbruck;Skating;Speed skating;NILSSON, Jonny;SWE;Men;10000M;Gold
1103;1964;Innsbruck;Skating;Speed skating;MAIER, Fred Anton;NOR;Men;10000M;Silver
1104;1964;Innsbruck;Skating;Speed skating;MUSTONEN, Kaija;FIN;Women;1000M;Bronze
1105;1964;Innsbruck;Skating;Speed skating;SKOBLIKOVA, Lidiya;URS;Women;1000M;Gold
1106;1964;Innsbruck;Skating;Speed skating;YEGOROVA, Irina;URS;Women;1000M;Silver
1107;1964;Innsbruck;Skating;Speed skating;HAUGEN, Villy;NOR;Men;1500M;Bronze
1108;1964;Innsbruck;Skating;Speed skating;ANTSON, Ants;URS;Men;1500M;Gold
1109;1964;Innsbruck;Skating;Speed skating;VERKERK, Cornelis;NED;Men;1500M;Silver
1110;1964;Innsbruck;Skating;Speed skating;KOLOKOLTSEVA, Berta;URS;Women;1500M;Bronze
1111;1964;Innsbruck;Skating;Speed skating;SKOBLIKOVA, Lidiya;URS;Women;1500M;Gold
1112;1964;Innsbruck;Skating;Speed skating;MUSTONEN, Kaija;FIN;Women;1500M;Silver
1113;1964;Innsbruck;Skating;Speed skating;SKOBLIKOVA, Lidiya;URS;Women;3000M;Gold
1114;1964;Innsbruck;Skating;Speed skating;HAN, Pil Hwa;PRK;Women;3000M;Silver
1115;1964;Innsbruck;Skating;Speed skating;STENINA, Valentina;URS;Women;3000M;Silver
1116;1964;Innsbruck;Skating;Speed skating;MAIER, Fred Anton;NOR;Men;5000M;Bronze
1117;1964;Innsbruck;Skating;Speed skating;JOHANNESEN, Knut;NOR;Men;5000M;Gold
1118;1964;Innsbruck;Skating;Speed skating;MOE, Per Ivar;NOR;Men;5000M;Silver
1119;1964;Innsbruck;Skating;Speed skating;MCDERMOTT, Richard;USA;Men;500M;Gold
1120;1964;Innsbruck;Skating;Speed skating;GJESTVANG, Alv;NOR;Men;500M;Silver
1121;1964;Innsbruck;Skating;Speed skating;GRISHIN, Yevgeny;URS;Men;500M;Silver
1122;1964;Innsbruck;Skating;Speed skating;ORLOV, Vladimir;URS;Men;500M;Silver
1123;1964;Innsbruck;Skating;Speed skating;SIDOROVA, Tatyana;URS;Women;500M;Bronze
1124;1964;Innsbruck;Skating;Speed skating;SKOBLIKOVA, Lidiya;URS;Women;500M;Gold
1125;1964;Innsbruck;Skating;Speed skating;YEGOROVA, Irina;URS;Women;500M;Silver
1126;1964;Innsbruck;Skiing;Alpine Skiing;BARTELS, Wolfgang;EUA;Men;Downhill;Bronze
1127;1964;Innsbruck;Skiing;Alpine Skiing;ZIMMERMANN, Egon;AUT;Men;Downhill;Gold
1128;1964;Innsbruck;Skiing;Alpine Skiing;LACROIX, Léo;FRA;Men;Downhill;Silver
1129;1964;Innsbruck;Skiing;Alpine Skiing;HECHER, Traudl;AUT;Women;Downhill;Bronze
1130;1964;Innsbruck;Skiing;Alpine Skiing;HAAS, Christl;AUT;Women;Downhill;Gold
1131;1964;Innsbruck;Skiing;Alpine Skiing;ZIMMERMANN, Edith;AUT;Women;Downhill;Silver
1132;1964;Innsbruck;Skiing;Alpine Skiing;STIEGLER, Josef;AUT;Men;Giant Slalom;Bronze
1133;1964;Innsbruck;Skiing;Alpine Skiing;BONLIEU, François;FRA;Men;Giant Slalom;Gold
1134;1964;Innsbruck;Skiing;Alpine Skiing;SCHRANZ, Karl;AUT;Men;Giant Slalom;Silver
1135;1964;Innsbruck;Skiing;Alpine Skiing;GOITSCHEL, Marielle;FRA;Women;Giant Slalom;Gold
1136;1964;Innsbruck;Skiing;Alpine Skiing;GOITSCHEL, Christine;FRA;Women;Giant Slalom;Silver
1137;1964;Innsbruck;Skiing;Alpine Skiing;SAUBERT, Jean;USA;Women;Giant Slalom;Silver
1138;1964;Innsbruck;Skiing;Alpine Skiing;HEUGA, James;USA;Men;Slalom;Bronze
1139;1964;Innsbruck;Skiing;Alpine Skiing;STIEGLER, Josef;AUT;Men;Slalom;Gold
1140;1964;Innsbruck;Skiing;Alpine Skiing;KIDD, William;USA;Men;Slalom;Silver
1141;1964;Innsbruck;Skiing;Alpine Skiing;SAUBERT, Jean;USA;Women;Slalom;Bronze
1142;1964;Innsbruck;Skiing;Alpine Skiing;GOITSCHEL, Christine;FRA;Women;Slalom;Gold
1143;1964;Innsbruck;Skiing;Alpine Skiing;GOITSCHEL, Marielle;FRA;Women;Slalom;Silver
1144;1964;Innsbruck;Skiing;Cross Country Skiing;GUSAKOVA, Mariya;URS;Women;10KM;Bronze
1145;1964;Innsbruck;Skiing;Cross Country Skiing;BOYARSKIKH, Klavdiya;URS;Women;10KM;Gold
1146;1964;Innsbruck;Skiing;Cross Country Skiing;MEKSHILO, Yevdoyka;URS;Women;10KM;Silver
1147;1964;Innsbruck;Skiing;Cross Country Skiing;JERNBERG, Sixten;SWE;Men;15KM;Bronze
1148;1964;Innsbruck;Skiing;Cross Country Skiing;MÄNTYRANTA, Eero;FIN;Men;15KM;Gold
1149;1964;Innsbruck;Skiing;Cross Country Skiing;GRÖNNINGEN, Harald;NOR;Men;15KM;Silver
1150;1964;Innsbruck;Skiing;Cross Country Skiing;VORONCHIKHIN, Igor;URS;Men;30KM Mass Start;Bronze
1151;1964;Innsbruck;Skiing;Cross Country Skiing;MÄNTYRANTA, Eero;FIN;Men;30KM Mass Start;Gold
1152;1964;Innsbruck;Skiing;Cross Country Skiing;GRÖNNINGEN, Harald;NOR;Men;30KM Mass Start;Silver
1153;1964;Innsbruck;Skiing;Cross Country Skiing;LEHTONEN, Mirja;FIN;Women;3X5KM Relay;Bronze
1154;1964;Innsbruck;Skiing;Cross Country Skiing;PÖYSTI, Toini K.;FIN;Women;3X5KM Relay;Bronze
1155;1964;Innsbruck;Skiing;Cross Country Skiing;PUSULA, Senja;FIN;Women;3X5KM Relay;Bronze
1156;1964;Innsbruck;Skiing;Cross Country Skiing;BOYARSKIKH, Klavdiya;URS;Women;3X5KM Relay;Gold
1157;1964;Innsbruck;Skiing;Cross Country Skiing;KOLCHINA, Alevtina;URS;Women;3X5KM Relay;Gold
1158;1964;Innsbruck;Skiing;Cross Country Skiing;MEKSHILO, Yevdoyka;URS;Women;3X5KM Relay;Gold
1159;1964;Innsbruck;Skiing;Cross Country Skiing;GUSTAFSSON, Toini;SWE;Women;3X5KM Relay;Silver
1160;1964;Innsbruck;Skiing;Cross Country Skiing;MARTINSSON, Barbro;SWE;Women;3X5KM Relay;Silver
1161;1964;Innsbruck;Skiing;Cross Country Skiing;STRANDBERG, Britt;SWE;Women;3X5KM Relay;Silver
1162;1964;Innsbruck;Skiing;Cross Country Skiing;KOLCHIN, Pavel;URS;Men;4X10KM Relay;Bronze
1163;1964;Innsbruck;Skiing;Cross Country Skiing;UTROBIN, Ivan;URS;Men;4X10KM Relay;Bronze
1164;1964;Innsbruck;Skiing;Cross Country Skiing;VAGANOV, Gennadi;URS;Men;4X10KM Relay;Bronze
1165;1964;Innsbruck;Skiing;Cross Country Skiing;VORONCHIKHIN, Igor;URS;Men;4X10KM Relay;Bronze
1166;1964;Innsbruck;Skiing;Cross Country Skiing;ASPH, Karl-Ake;SWE;Men;4X10KM Relay;Gold
1167;1964;Innsbruck;Skiing;Cross Country Skiing;JERNBERG, Sixten;SWE;Men;4X10KM Relay;Gold
1168;1964;Innsbruck;Skiing;Cross Country Skiing;RÖNNLUND, Assar;SWE;Men;4X10KM Relay;Gold
1169;1964;Innsbruck;Skiing;Cross Country Skiing;STEFANSSON, Janne;SWE;Men;4X10KM Relay;Gold
1170;1964;Innsbruck;Skiing;Cross Country Skiing;HUHTALA, Väinö Veikko Sakari;FIN;Men;4X10KM Relay;Silver
1171;1964;Innsbruck;Skiing;Cross Country Skiing;LAURILA, Kalevi;FIN;Men;4X10KM Relay;Silver
1172;1964;Innsbruck;Skiing;Cross Country Skiing;MÄNTYRANTA, Eero;FIN;Men;4X10KM Relay;Silver
1173;1964;Innsbruck;Skiing;Cross Country Skiing;TIAINEN, Arto;FIN;Men;4X10KM Relay;Silver
1174;1964;Innsbruck;Skiing;Cross Country Skiing;TIAINEN, Arto;FIN;Men;50KM;Bronze
1175;1964;Innsbruck;Skiing;Cross Country Skiing;JERNBERG, Sixten;SWE;Men;50KM;Gold
1176;1964;Innsbruck;Skiing;Cross Country Skiing;RÖNNLUND, Assar;SWE;Men;50KM;Silver
1177;1964;Innsbruck;Skiing;Cross Country Skiing;KOLCHINA, Alevtina;URS;Women;5KM;Bronze
1178;1964;Innsbruck;Skiing;Cross Country Skiing;BOYARSKIKH, Klavdiya;URS;Women;5KM;Gold
1179;1964;Innsbruck;Skiing;Cross Country Skiing;LEHTONEN, Mirja;FIN;Women;5KM;Silver
1180;1964;Innsbruck;Skiing;Nordic Combined;THOMA, Georg;EUA;Men;Individual;Bronze
1181;1964;Innsbruck;Skiing;Nordic Combined;KNUTSEN, Tormod;NOR;Men;Individual;Gold
1182;1964;Innsbruck;Skiing;Nordic Combined;KISELYOV, Nikolay;URS;Men;Individual;Silver
1183;1964;Innsbruck;Skiing;Ski Jumping;BRANDTZÄG, Torgeir;NOR;Men;K120 Individual (90M);Bronze
1184;1964;Innsbruck;Skiing;Ski Jumping;ENGAN, Toralf;NOR;Men;K120 Individual (90M);Gold
1185;1964;Innsbruck;Skiing;Ski Jumping;KANKKONEN, Veikko;FIN;Men;K120 Individual (90M);Silver
1186;1964;Innsbruck;Skiing;Ski Jumping;BRANDTZÄG, Torgeir;NOR;Men;K90 Individual (70M);Bronze
1187;1964;Innsbruck;Skiing;Ski Jumping;KANKKONEN, Veikko;FIN;Men;K90 Individual (70M);Gold
1188;1964;Innsbruck;Skiing;Ski Jumping;ENGAN, Toralf;NOR;Men;K90 Individual (70M);Silver
1189;1968;Grenoble;Biathlon;Biathlon;GUNDARTSEV, Vladimir;URS;Men;20KM;Bronze
1190;1968;Grenoble;Biathlon;Biathlon;SOLBERG, Magnar;NOR;Men;20KM;Gold
1191;1968;Grenoble;Biathlon;Biathlon;TIKHONOV, Aleksandr;URS;Men;20KM;Silver
1192;1968;Grenoble;Biathlon;Biathlon;ARWIDSON, Lars-Göran;SWE;Men;4X7.5KM Relay;Bronze
1193;1968;Grenoble;Biathlon;Biathlon;ERIKSSON, Tore;SWE;Men;4X7.5KM Relay;Bronze
1194;1968;Grenoble;Biathlon;Biathlon;OLSSON, Holmfrid;SWE;Men;4X7.5KM Relay;Bronze
1195;1968;Grenoble;Biathlon;Biathlon;PETRUSSON, Olle;SWE;Men;4X7.5KM Relay;Bronze
1196;1968;Grenoble;Biathlon;Biathlon;GUNDARTSEV, Vladimir;URS;Men;4X7.5KM Relay;Gold
1197;1968;Grenoble;Biathlon;Biathlon;MAMATOV, Viktor;URS;Men;4X7.5KM Relay;Gold
1198;1968;Grenoble;Biathlon;Biathlon;PUSANOV, Nikolaï;URS;Men;4X7.5KM Relay;Gold
1199;1968;Grenoble;Biathlon;Biathlon;TIKHONOV, Aleksandr;URS;Men;4X7.5KM Relay;Gold
1200;1968;Grenoble;Biathlon;Biathlon;ISTAD, Jon;NOR;Men;4X7.5KM Relay;Silver
1201;1968;Grenoble;Biathlon;Biathlon;JORDET, Olav;NOR;Men;4X7.5KM Relay;Silver
1202;1968;Grenoble;Biathlon;Biathlon;SOLBERG, Magnar;NOR;Men;4X7.5KM Relay;Silver
1203;1968;Grenoble;Biathlon;Biathlon;WAERHAUG, Ola;NOR;Men;4X7.5KM Relay;Silver
1204;1968;Grenoble;Bobsleigh;Bobsleigh;CANDRIAN, Hans;SUI;Men;Four-Man;Bronze
1205;1968;Grenoble;Bobsleigh;Bobsleigh;GRAF, Walter;SUI;Men;Four-Man;Bronze
1206;1968;Grenoble;Bobsleigh;Bobsleigh;HOFMANN, Willi;SUI;Men;Four-Man;Bronze
1207;1968;Grenoble;Bobsleigh;Bobsleigh;WICKI, Jean;SUI;Men;Four-Man;Bronze
1208;1968;Grenoble;Bobsleigh;Bobsleigh;ARMANO, Mario;ITA;Men;Four-Man;Gold
1209;1968;Grenoble;Bobsleigh;Bobsleigh;DE PAOLIS, Luciano;ITA;Men;Four-Man;Gold
1210;1968;Grenoble;Bobsleigh;Bobsleigh;MONTI, Eugenio;ITA;Men;Four-Man;Gold
1211;1968;Grenoble;Bobsleigh;Bobsleigh;ZANDONELLA, Roberto;ITA;Men;Four-Man;Gold
1212;1968;Grenoble;Bobsleigh;Bobsleigh;DURNTHALER, Reinhold;AUT;Men;Four-Man;Silver
1213;1968;Grenoble;Bobsleigh;Bobsleigh;EDER, Josef;AUT;Men;Four-Man;Silver
1214;1968;Grenoble;Bobsleigh;Bobsleigh;GRUBER, Herbert;AUT;Men;Four-Man;Silver
1215;1968;Grenoble;Bobsleigh;Bobsleigh;THALER, Erwin;AUT;Men;Four-Man;Silver
1216;1968;Grenoble;Bobsleigh;Bobsleigh;NEAGOE, Nicolae;ROU;Men;Two-Man;Bronze
1217;1968;Grenoble;Bobsleigh;Bobsleigh;PANTURU, Ion;ROU;Men;Two-Man;Bronze
1218;1968;Grenoble;Bobsleigh;Bobsleigh;DE PAOLIS, Luciano;ITA;Men;Two-Man;Gold
1219;1968;Grenoble;Bobsleigh;Bobsleigh;MONTI, Eugenio;ITA;Men;Two-Man;Gold
1220;1968;Grenoble;Bobsleigh;Bobsleigh;BADER, Pepi;FRG;Men;Two-Man;Silver
1221;1968;Grenoble;Bobsleigh;Bobsleigh;FLOTH, Horst;FRG;Men;Two-Man;Silver
1222;1968;Grenoble;Ice Hockey;Ice Hockey;BOURBONNAIS, Roger;CAN;Men;Ice Hockey;Bronze
1223;1968;Grenoble;Ice Hockey;Ice Hockey;BRODERICK, Kenneth;CAN;Men;Ice Hockey;Bronze
1224;1968;Grenoble;Ice Hockey;Ice Hockey;CADIEUX, Raymond;CAN;Men;Ice Hockey;Bronze
1225;1968;Grenoble;Ice Hockey;Ice Hockey;CONLIN, Paul;CAN;Men;Ice Hockey;Bronze
1226;1968;Grenoble;Ice Hockey;Ice Hockey;DINEEN, Gary;CAN;Men;Ice Hockey;Bronze
1227;1968;Grenoble;Ice Hockey;Ice Hockey;GLENNIE, Brian;CAN;Men;Ice Hockey;Bronze
1228;1968;Grenoble;Ice Hockey;Ice Hockey;HARGREAVES, Ted;CAN;Men;Ice Hockey;Bronze
1229;1968;Grenoble;Ice Hockey;Ice Hockey;HUCK, Francis;CAN;Men;Ice Hockey;Bronze
1230;1968;Grenoble;Ice Hockey;Ice Hockey;JOHNSTON, Larry Marshall;CAN;Men;Ice Hockey;Bronze
1231;1968;Grenoble;Ice Hockey;Ice Hockey;MCKENZIE, John Barry;CAN;Men;Ice Hockey;Bronze
1232;1968;Grenoble;Ice Hockey;Ice Hockey;MCMILLAN, William;CAN;Men;Ice Hockey;Bronze
1233;1968;Grenoble;Ice Hockey;Ice Hockey;MONTEITH, Stephen;CAN;Men;Ice Hockey;Bronze
1234;1968;Grenoble;Ice Hockey;Ice Hockey;MOTT, Morris;CAN;Men;Ice Hockey;Bronze
1235;1968;Grenoble;Ice Hockey;Ice Hockey;O'MALLEY, Terrence;CAN;Men;Ice Hockey;Bronze
1236;1968;Grenoble;Ice Hockey;Ice Hockey;O'SHEA, Danny;CAN;Men;Ice Hockey;Bronze
1237;1968;Grenoble;Ice Hockey;Ice Hockey;PINDER, Gerry;CAN;Men;Ice Hockey;Bronze
1238;1968;Grenoble;Ice Hockey;Ice Hockey;PINDER, Herbert;CAN;Men;Ice Hockey;Bronze
1239;1968;Grenoble;Ice Hockey;Ice Hockey;STEPHENSON, Wayne;CAN;Men;Ice Hockey;Bronze
1240;1968;Grenoble;Ice Hockey;Ice Hockey;ALEKSANDROV, Veniamin;URS;Men;Ice Hockey;Gold
1241;1968;Grenoble;Ice Hockey;Ice Hockey;BLINOV, Viktor;URS;Men;Ice Hockey;Gold
1242;1968;Grenoble;Ice Hockey;Ice Hockey;DAVIDOV, Vitali;URS;Men;Ice Hockey;Gold
1243;1968;Grenoble;Ice Hockey;Ice Hockey;FIRSOV, Anatoli;URS;Men;Ice Hockey;Gold
1244;1968;Grenoble;Ice Hockey;Ice Hockey;IONOV, Anatoli;URS;Men;Ice Hockey;Gold
1245;1968;Grenoble;Ice Hockey;Ice Hockey;KONOVALENKO, Viktor;URS;Men;Ice Hockey;Gold
1246;1968;Grenoble;Ice Hockey;Ice Hockey;KOUSKINE, Viktor;URS;Men;Ice Hockey;Gold
1247;1968;Grenoble;Ice Hockey;Ice Hockey;MAYOROV, Boris;URS;Men;Ice Hockey;Gold
1248;1968;Grenoble;Ice Hockey;Ice Hockey;MISHAKOV, Evgeni;URS;Men;Ice Hockey;Gold
1249;1968;Grenoble;Ice Hockey;Ice Hockey;MOISSEYEV, Yuri;URS;Men;Ice Hockey;Gold
1250;1968;Grenoble;Ice Hockey;Ice Hockey;POLUPANOV, Viktor;URS;Men;Ice Hockey;Gold
1251;1968;Grenoble;Ice Hockey;Ice Hockey;RAGULIN, Aleksandr;URS;Men;Ice Hockey;Gold
1252;1968;Grenoble;Ice Hockey;Ice Hockey;ROMICHEVSKY, Igor;URS;Men;Ice Hockey;Gold
1253;1968;Grenoble;Ice Hockey;Ice Hockey;STARSHINOV, Viacheslav;URS;Men;Ice Hockey;Gold
1254;1968;Grenoble;Ice Hockey;Ice Hockey;VIKULOV, Vladimir;URS;Men;Ice Hockey;Gold
1255;1968;Grenoble;Ice Hockey;Ice Hockey;ZAITZEV, Oleg;URS;Men;Ice Hockey;Gold
1256;1968;Grenoble;Ice Hockey;Ice Hockey;ZIMIN, Evgeni;URS;Men;Ice Hockey;Gold
1257;1968;Grenoble;Ice Hockey;Ice Hockey;ZINGER, Viktor;URS;Men;Ice Hockey;Gold
1258;1968;Grenoble;Ice Hockey;Ice Hockey;CERNY, Josef;TCH;Men;Ice Hockey;Silver
1259;1968;Grenoble;Ice Hockey;Ice Hockey;DZURILLA, Vladimir;TCH;Men;Ice Hockey;Silver
1260;1968;Grenoble;Ice Hockey;Ice Hockey;GOLONKA, Josef;TCH;Men;Ice Hockey;Silver
1261;1968;Grenoble;Ice Hockey;Ice Hockey;HAVEL, Jan;TCH;Men;Ice Hockey;Silver
1262;1968;Grenoble;Ice Hockey;Ice Hockey;HEJMA, Petr;TCH;Men;Ice Hockey;Silver
1263;1968;Grenoble;Ice Hockey;Ice Hockey;HOLIK, Jiri;TCH;Men;Ice Hockey;Silver
1264;1968;Grenoble;Ice Hockey;Ice Hockey;HORESOVSKY, Josef;TCH;Men;Ice Hockey;Silver
1265;1968;Grenoble;Ice Hockey;Ice Hockey;HRBATY, Jan;TCH;Men;Ice Hockey;Silver
1266;1968;Grenoble;Ice Hockey;Ice Hockey;JIRIK, Jaroslav;TCH;Men;Ice Hockey;Silver
1267;1968;Grenoble;Ice Hockey;Ice Hockey;KLAPAC, Jan;TCH;Men;Ice Hockey;Silver
1268;1968;Grenoble;Ice Hockey;Ice Hockey;KOCHTA, Jiri;TCH;Men;Ice Hockey;Silver
1269;1968;Grenoble;Ice Hockey;Ice Hockey;MACHAC, Oldrich;TCH;Men;Ice Hockey;Silver
1270;1968;Grenoble;Ice Hockey;Ice Hockey;MASOPUST, Karel;TCH;Men;Ice Hockey;Silver
1271;1968;Grenoble;Ice Hockey;Ice Hockey;NADRCHAL, Vladimir;TCH;Men;Ice Hockey;Silver
1272;1968;Grenoble;Ice Hockey;Ice Hockey;NEDOMANSKY, Vaclav;TCH;Men;Ice Hockey;Silver
1273;1968;Grenoble;Ice Hockey;Ice Hockey;POSPISIL, Frantisek;TCH;Men;Ice Hockey;Silver
1274;1968;Grenoble;Ice Hockey;Ice Hockey;SEVCIK, Frantisek;TCH;Men;Ice Hockey;Silver
1275;1968;Grenoble;Ice Hockey;Ice Hockey;SUCHY, Jan;TCH;Men;Ice Hockey;Silver
1276;1968;Grenoble;Luge;Luge;NACHMANN, Fritz;FRG;Men;Doubles;Bronze
1277;1968;Grenoble;Luge;Luge;WINKLER, Wolfgang;FRG;Men;Doubles;Bronze
1278;1968;Grenoble;Luge;Luge;BONSACK, Klaus;GDR;Men;Doubles;Gold
1279;1968;Grenoble;Luge;Luge;KÖHLER, Thomas;GDR;Men;Doubles;Gold
1280;1968;Grenoble;Luge;Luge;SCHMID, Manfred;AUT;Men;Doubles;Silver
1281;1968;Grenoble;Luge;Luge;WALCH, Ewald;AUT;Men;Doubles;Silver
1282;1968;Grenoble;Luge;Luge;BONSACK, Klaus;GDR;Men;Singles;Bronze
1283;1968;Grenoble;Luge;Luge;SCHMID, Manfred;AUT;Men;Singles;Gold
