Serial no;Year;City;Sport;Discipline;Athlete;Country;Gender;Event;Medal
3021;1994;Lillehammer;Skating;Speed skating;KOSS, Johann Olav;NOR;Men;10000M;Gold
3022;1994;Lillehammer;Skating;Speed skating;STORELID, Kjell;NOR;Men;10000M;Silver
3023;1994;Lillehammer;Skating;Speed skating;KLEVCHENYA, Sergey;RUS;Men;1000M;Bronze
3024;1994;Lillehammer;Skating;Speed skating;JANSEN, Daniel;USA;Men;1000M;Gold
3025;1994;Lillehammer;Skating;Speed skating;ZHELEZOVSKY, Igor;BLR;Men;1000M;Silver
3026;1994;Lillehammer;Skating;Speed skating;YE, Qiaobo;CHN;Women;1000M;Bronze
3027;1994;Lillehammer;Skating;Speed skating;BLAIR, Bonnie;USA;Women;1000M;Gold
3028;1994;Lillehammer;Skating;Speed skating;BAIER-LOEF, Anke;GER;Women;1000M;Silver
3029;1994;Lillehammer;Skating;Speed skating;ZANDSTRA, Falko;NED;Men;1500M;Bronze
3030;1994;Lillehammer;Skating;Speed skating;KOSS, Johann Olav;NOR;Men;1500M;Gold
3031;1994;Lillehammer;Skating;Speed skating;RITSMA, Rintje;NED;Men;1500M;Silver
3032;1994;Lillehammer;Skating;Speed skating;NIEMANN-STIRNEMANN, Gunda;GER;Women;1500M;Bronze
3033;1994;Lillehammer;Skating;Speed skating;HUNYADY, Emese;AUT;Women;1500M;Gold
3034;1994;Lillehammer;Skating;Speed skating;FEDOTKINA, Svetlana;RUS;Women;1500M;Silver
3035;1994;Lillehammer;Skating;Speed skating;PECHSTEIN, Claudia;GER;Women;3000M;Bronze
3036;1994;Lillehammer;Skating;Speed skating;BAJANOVA, Svetlana;RUS;Women;3000M;Gold
3037;1994;Lillehammer;Skating;Speed skating;HUNYADY, Emese;AUT;Women;3000M;Silver
3038;1994;Lillehammer;Skating;Speed skating;RITSMA, Rintje;NED;Men;5000M;Bronze
3039;1994;Lillehammer;Skating;Speed skating;KOSS, Johann Olav;NOR;Men;5000M;Gold
3040;1994;Lillehammer;Skating;Speed skating;STORELID, Kjell;NOR;Men;5000M;Silver
3041;1994;Lillehammer;Skating;Speed skating;YAMAMOTO, Hiromi;JPN;Women;5000M;Bronze
3042;1994;Lillehammer;Skating;Speed skating;PECHSTEIN, Claudia;GER;Women;5000M;Gold
3043;1994;Lillehammer;Skating;Speed skating;NIEMANN-STIRNEMANN, Gunda;GER;Women;5000M;Silver
3044;1994;Lillehammer;Skating;Speed skating;HORII, Manabu;JPN;Men;500M;Bronze
3045;1994;Lillehammer;Skating;Speed skating;GOLUBEV, Aleksandr;RUS;Men;500M;Gold
3046;1994;Lillehammer;Skating;Speed skating;KLEVCHENYA, Sergey;RUS;Men;500M;Silver
3047;1994;Lillehammer;Skating;Speed skating;SCHENK, Franziska;GER;Women;500M;Bronze
3048;1994;Lillehammer;Skating;Speed skating;BLAIR, Bonnie;USA;Women;500M;Gold
3049;1994;Lillehammer;Skating;Speed skating;AUCH, Susan;CAN;Women;500M;Silver
3050;1994;Lillehammer;Skiing;Alpine Skiing;STRAND NILSEN, Harald Chr.;NOR;Men;Alpine Combined;Bronze
3051;1994;Lillehammer;Skiing;Alpine Skiing;KJUS, Lasse;NOR;Men;Alpine Combined;Gold
3052;1994;Lillehammer;Skiing;Alpine Skiing;AAMODT, Kjetil Andre;NOR;Men;Alpine Combined;Silver
3053;1994;Lillehammer;Skiing;Alpine Skiing;DOVZAN, Alenka;SLO;Women;Alpine Combined;Bronze
3054;1994;Lillehammer;Skiing;Alpine Skiing;WIBERG, Pernilla;SWE;Women;Alpine Combined;Gold
3055;1994;Lillehammer;Skiing;Alpine Skiing;SCHNEIDER, Vreni;SUI;Women;Alpine Combined;Silver
3056;1994;Lillehammer;Skiing;Alpine Skiing;PODIVINSKY, Ed;CAN;Men;Downhill;Bronze
3057;1994;Lillehammer;Skiing;Alpine Skiing;MOE, Thomas;USA;Men;Downhill;Gold
3058;1994;Lillehammer;Skiing;Alpine Skiing;AAMODT, Kjetil Andre;NOR;Men;Downhill;Silver
3059;1994;Lillehammer;Skiing;Alpine Skiing;KOSTNER, Isolde;ITA;Women;Downhill;Bronze
3060;1994;Lillehammer;Skiing;Alpine Skiing;SEIZINGER, Katja;GER;Women;Downhill;Gold
3061;1994;Lillehammer;Skiing;Alpine Skiing;STREET, Picabo;USA;Women;Downhill;Silver
3062;1994;Lillehammer;Skiing;Alpine Skiing;MAYER, Christian;AUT;Men;Giant Slalom;Bronze
3063;1994;Lillehammer;Skiing;Alpine Skiing;WASMEIER, Markus;GER;Men;Giant Slalom;Gold
3064;1994;Lillehammer;Skiing;Alpine Skiing;KAELIN, Urs;SUI;Men;Giant Slalom;Silver
3065;1994;Lillehammer;Skiing;Alpine Skiing;SCHNEIDER, Vreni;SUI;Women;Giant Slalom;Bronze
3066;1994;Lillehammer;Skiing;Alpine Skiing;COMPAGNONI, Deborah;ITA;Women;Giant Slalom;Gold
3067;1994;Lillehammer;Skiing;Alpine Skiing;ERTL, Martina;GER;Women;Giant Slalom;Silver
3068;1994;Lillehammer;Skiing;Alpine Skiing;KOSIR, Jure;SLO;Men;Slalom;Bronze
3069;1994;Lillehammer;Skiing;Alpine Skiing;STANGASSINGER, Thomas;AUT;Men;Slalom;Gold
3070;1994;Lillehammer;Skiing;Alpine Skiing;TOMBA, Alberto;ITA;Men;Slalom;Silver
3071;1994;Lillehammer;Skiing;Alpine Skiing;KOREN, Katja;SLO;Women;Slalom;Bronze
3072;1994;Lillehammer;Skiing;Alpine Skiing;SCHNEIDER, Vreni;SUI;Women;Slalom;Gold
3073;1994;Lillehammer;Skiing;Alpine Skiing;EDER, Elfriede;AUT;Women;Slalom;Silver
3074;1994;Lillehammer;Skiing;Alpine Skiing;AAMODT, Kjetil Andre;NOR;Men;Super-G;Bronze
3075;1994;Lillehammer;Skiing;Alpine Skiing;WASMEIER, Markus;GER;Men;Super-G;Gold
3076;1994;Lillehammer;Skiing;Alpine Skiing;MOE, Thomas;USA;Men;Super-G;Silver
3077;1994;Lillehammer;Skiing;Alpine Skiing;KOSTNER, Isolde;ITA;Women;Super-G;Bronze
3078;1994;Lillehammer;Skiing;Alpine Skiing;ROFFE, Diann;USA;Women;Super-G;Gold
3079;1994;Lillehammer;Skiing;Alpine Skiing;GLADISHEVA, Svetlana;RUS;Women;Super-G;Silver
3080;1994;Lillehammer;Skiing;Cross Country Skiing;ALBARELLO, Marco;ITA;Men;10KM Pursuit;Bronze
3081;1994;Lillehammer;Skiing;Cross Country Skiing;DAEHLIE, Björn;NOR;Men;10KM Pursuit;Gold
3082;1994;Lillehammer;Skiing;Cross Country Skiing;SMIRNOV, Vladimir;KAZ;Men;10KM Pursuit;Silver
3083;1994;Lillehammer;Skiing;Cross Country Skiing;GAVRILJUK, Nina;RUS;Women;15KM Mass Start;Bronze
3084;1994;Lillehammer;Skiing;Cross Country Skiing;DI CENTA, Manuela;ITA;Women;15KM Mass Start;Gold
3085;1994;Lillehammer;Skiing;Cross Country Skiing;EGOROVA, Ljubov;RUS;Women;15KM Mass Start;Silver
3086;1994;Lillehammer;Skiing;Cross Country Skiing;KIRVESNIEMI, Marja-Liisa;FIN;Women;30KM;Bronze
3087;1994;Lillehammer;Skiing;Cross Country Skiing;DI CENTA, Manuela;ITA;Women;30KM;Gold
3088;1994;Lillehammer;Skiing;Cross Country Skiing;MIKKELSPLASS, Marit;NOR;Women;30KM;Silver
3089;1994;Lillehammer;Skiing;Cross Country Skiing;MYLLYLAE, Mika;FIN;Men;30KM Mass Start;Bronze
3090;1994;Lillehammer;Skiing;Cross Country Skiing;ALSGAARD, Thomas;NOR;Men;30KM Mass Start;Gold
3091;1994;Lillehammer;Skiing;Cross Country Skiing;DAEHLIE, Björn;NOR;Men;30KM Mass Start;Silver
3092;1994;Lillehammer;Skiing;Cross Country Skiing;ISOMETSA, Jari;FIN;Men;4X10KM Relay;Bronze
3093;1994;Lillehammer;Skiing;Cross Country Skiing;KIRVESNIEMI, Harri;FIN;Men;4X10KM Relay;Bronze
3094;1994;Lillehammer;Skiing;Cross Country Skiing;MYLLYLAE, Mika;FIN;Men;4X10KM Relay;Bronze
3095;1994;Lillehammer;Skiing;Cross Country Skiing;RAESAENEN, Jari;FIN;Men;4X10KM Relay;Bronze
3096;1994;Lillehammer;Skiing;Cross Country Skiing;ALBARELLO, Marco;ITA;Men;4X10KM Relay;Gold
3097;1994;Lillehammer;Skiing;Cross Country Skiing;DE ZOLT, Maurilio;ITA;Men;4X10KM Relay;Gold
3098;1994;Lillehammer;Skiing;Cross Country Skiing;FAUNER, Silvio;ITA;Men;4X10KM Relay;Gold
3099;1994;Lillehammer;Skiing;Cross Country Skiing;VANZETTA, Giorgio;ITA;Men;4X10KM Relay;Gold
3100;1994;Lillehammer;Skiing;Cross Country Skiing;ALSGAARD, Thomas;NOR;Men;4X10KM Relay;Silver
3101;1994;Lillehammer;Skiing;Cross Country Skiing;DAEHLIE, Björn;NOR;Men;4X10KM Relay;Silver
3102;1994;Lillehammer;Skiing;Cross Country Skiing;SIVERTSEN, Sture;NOR;Men;4X10KM Relay;Silver
3103;1994;Lillehammer;Skiing;Cross Country Skiing;ULVANG, Vegard;NOR;Men;4X10KM Relay;Silver
3104;1994;Lillehammer;Skiing;Cross Country Skiing;BELMONDO, Stefania;ITA;Women;4X5KM Relay;Bronze
3105;1994;Lillehammer;Skiing;Cross Country Skiing;DI CENTA, Manuela;ITA;Women;4X5KM Relay;Bronze
3106;1994;Lillehammer;Skiing;Cross Country Skiing;PARUZZI, Gabriella;ITA;Women;4X5KM Relay;Bronze
3107;1994;Lillehammer;Skiing;Cross Country Skiing;VANZETTA, Bice;ITA;Women;4X5KM Relay;Bronze
3108;1994;Lillehammer;Skiing;Cross Country Skiing;EGOROVA, Ljubov;RUS;Women;4X5KM Relay;Gold
3109;1994;Lillehammer;Skiing;Cross Country Skiing;GAVRILJUK, Nina;RUS;Women;4X5KM Relay;Gold
3110;1994;Lillehammer;Skiing;Cross Country Skiing;LAZUTINA, Larissa;RUS;Women;4X5KM Relay;Gold
3111;1994;Lillehammer;Skiing;Cross Country Skiing;VAELBE, Elena;RUS;Women;4X5KM Relay;Gold
3112;1994;Lillehammer;Skiing;Cross Country Skiing;DYBENDAHL HARTZ, Trude;NOR;Women;4X5KM Relay;Silver
3113;1994;Lillehammer;Skiing;Cross Country Skiing;MOEN, Anita;NOR;Women;4X5KM Relay;Silver
3114;1994;Lillehammer;Skiing;Cross Country Skiing;NILSEN, Elin;NOR;Women;4X5KM Relay;Silver
3115;1994;Lillehammer;Skiing;Cross Country Skiing;NYBRAATEN, Inger Helene;NOR;Women;4X5KM Relay;Silver
3116;1994;Lillehammer;Skiing;Cross Country Skiing;SIVERTSEN, Sture;NOR;Men;50KM;Bronze
3117;1994;Lillehammer;Skiing;Cross Country Skiing;SMIRNOV, Vladimir;KAZ;Men;50KM;Gold
3118;1994;Lillehammer;Skiing;Cross Country Skiing;MYLLYLAE, Mika;FIN;Men;50KM;Silver
3119;1994;Lillehammer;Skiing;Cross Country Skiing;KIRVESNIEMI, Marja-Liisa;FIN;Women;5KM;Bronze
3120;1994;Lillehammer;Skiing;Cross Country Skiing;EGOROVA, Ljubov;RUS;Women;5KM;Gold
3121;1994;Lillehammer;Skiing;Cross Country Skiing;DI CENTA, Manuela;ITA;Women;5KM;Silver
3122;1994;Lillehammer;Skiing;Cross Country Skiing;FAUNER, Silvio;ITA;Men;Combined 10KM + 15KM Pursuit;Bronze
3123;1994;Lillehammer;Skiing;Cross Country Skiing;DAEHLIE, Björn;NOR;Men;Combined 10KM + 15KM Pursuit;Gold
3124;1994;Lillehammer;Skiing;Cross Country Skiing;SMIRNOV, Vladimir;KAZ;Men;Combined 10KM + 15KM Pursuit;Silver
3125;1994;Lillehammer;Skiing;Cross Country Skiing;BELMONDO, Stefania;ITA;Women;Combined 5KM + 10KM Pursuit;Bronze
3126;1994;Lillehammer;Skiing;Cross Country Skiing;EGOROVA, Ljubov;RUS;Women;Combined 5KM + 10KM Pursuit;Gold
3127;1994;Lillehammer;Skiing;Cross Country Skiing;DI CENTA, Manuela;ITA;Women;Combined 5KM + 10KM Pursuit;Silver
3128;1994;Lillehammer;Skiing;Freestyle Skiing;LANGLOIS, Lloyd;CAN;Men;Aerials;Bronze
3129;1994;Lillehammer;Skiing;Freestyle Skiing;SCHÖNBÄCHLER, Andreas;SUI;Men;Aerials;Gold
3130;1994;Lillehammer;Skiing;Freestyle Skiing;LAROCHE, Philippe;CAN;Men;Aerials;Silver
3131;1994;Lillehammer;Skiing;Freestyle Skiing;LID, Hilde Synnove;NOR;Women;Aerials;Bronze
3132;1994;Lillehammer;Skiing;Freestyle Skiing;CHERYAZOVA, Lina;UZB;Women;Aerials;Gold
3133;1994;Lillehammer;Skiing;Freestyle Skiing;LINDGREN, Marie;SWE;Women;Aerials;Silver
3134;1994;Lillehammer;Skiing;Freestyle Skiing;GROSPIRON, Edgar;FRA;Men;Moguls;Bronze
3135;1994;Lillehammer;Skiing;Freestyle Skiing;BRASSARD, Jean-Luc;CAN;Men;Moguls;Gold
3136;1994;Lillehammer;Skiing;Freestyle Skiing;SHUPLETSOV, Sergei;RUS;Men;Moguls;Silver
3137;1994;Lillehammer;Skiing;Freestyle Skiing;KOZHEVNIKOVA, Yelizaveta;RUS;Women;Moguls;Bronze
3138;1994;Lillehammer;Skiing;Freestyle Skiing;HATTESTAD, Stine Lise;NOR;Women;Moguls;Gold
3139;1994;Lillehammer;Skiing;Freestyle Skiing;MCINTYRE, Elizabeth;USA;Women;Moguls;Silver
3140;1994;Lillehammer;Skiing;Nordic Combined;VIK, Bjarte Engen;NOR;Men;Individual;Bronze
3141;1994;Lillehammer;Skiing;Nordic Combined;LUNDBERG, Fred Boerre;NOR;Men;Individual;Gold
3142;1994;Lillehammer;Skiing;Nordic Combined;KONO, Takanori;JPN;Men;Individual;Silver
3143;1994;Lillehammer;Skiing;Nordic Combined;CUENDET, Jean-Yves;SUI;Men;Team;Bronze
3144;1994;Lillehammer;Skiing;Nordic Combined;KEMPF, Hippolyt;SUI;Men;Team;Bronze
3145;1994;Lillehammer;Skiing;Nordic Combined;SCHAAD, Andreas;SUI;Men;Team;Bronze
3146;1994;Lillehammer;Skiing;Nordic Combined;ABE, Masashi;JPN;Men;Team;Gold
3147;1994;Lillehammer;Skiing;Nordic Combined;KONO, Takanori;JPN;Men;Team;Gold
3148;1994;Lillehammer;Skiing;Nordic Combined;OGIWARA, Kenji;JPN;Men;Team;Gold
3149;1994;Lillehammer;Skiing;Nordic Combined;APELAND, Knut;NOR;Men;Team;Silver
3150;1994;Lillehammer;Skiing;Nordic Combined;LUNDBERG, Fred Boerre;NOR;Men;Team;Silver
3151;1994;Lillehammer;Skiing;Nordic Combined;VIK, Bjarte Engen;NOR;Men;Team;Silver
3152;1994;Lillehammer;Skiing;Ski Jumping;GOLDBERGER, Andreas;AUT;Men;K120 Individual (90M);Bronze
3153;1994;Lillehammer;Skiing;Ski Jumping;WEISSFLOG, Jens;GER;Men;K120 Individual (90M);Gold
3154;1994;Lillehammer;Skiing;Ski Jumping;BREDESEN, Espen;NOR;Men;K120 Individual (90M);Silver
3155;1994;Lillehammer;Skiing;Ski Jumping;GOLDBERGER, Andreas;AUT;Men;K120 Team (90M);Bronze
3156;1994;Lillehammer;Skiing;Ski Jumping;HORNGACHER, Stefan;AUT;Men;K120 Team (90M);Bronze
3157;1994;Lillehammer;Skiing;Ski Jumping;KUTTIN, Heinz;AUT;Men;K120 Team (90M);Bronze
3158;1994;Lillehammer;Skiing;Ski Jumping;MOSER, Christian;AUT;Men;K120 Team (90M);Bronze
3159;1994;Lillehammer;Skiing;Ski Jumping;DUFFNER, Christof;GER;Men;K120 Team (90M);Gold
3160;1994;Lillehammer;Skiing;Ski Jumping;JAEKLE, Hansjoerg;GER;Men;K120 Team (90M);Gold
3161;1994;Lillehammer;Skiing;Ski Jumping;THOMA, Dieter;GER;Men;K120 Team (90M);Gold
3162;1994;Lillehammer;Skiing;Ski Jumping;WEISSFLOG, Jens;GER;Men;K120 Team (90M);Gold
3163;1994;Lillehammer;Skiing;Ski Jumping;HARADA, Masahiko;JPN;Men;K120 Team (90M);Silver
3164;1994;Lillehammer;Skiing;Ski Jumping;KASAI, Noriaki;JPN;Men;K120 Team (90M);Silver
3165;1994;Lillehammer;Skiing;Ski Jumping;NISHIKATA, Jinya;JPN;Men;K120 Team (90M);Silver
3166;1994;Lillehammer;Skiing;Ski Jumping;OKABE, Takanobu;JPN;Men;K120 Team (90M);Silver
3167;1994;Lillehammer;Skiing;Ski Jumping;THOMA, Dieter;GER;Men;K90 Individual (70M);Bronze
3168;1994;Lillehammer;Skiing;Ski Jumping;BREDESEN, Espen;NOR;Men;K90 Individual (70M);Gold
3169;1994;Lillehammer;Skiing;Ski Jumping;OTTESEN, Lasse;NOR;Men;K90 Individual (70M);Silver
3170;1998;Nagano;Biathlon;Biathlon;RAIKKONEN, Ville;FIN;Men;10KM;Bronze
3171;1998;Nagano;Biathlon;Biathlon;BJOERNDALEN, Ole Einar;NOR;Men;10KM;Gold
3172;1998;Nagano;Biathlon;Biathlon;ANDRESEN, Frode;NOR;Men;10KM;Silver
3173;1998;Nagano;Biathlon;Biathlon;DISL, Uschi;GER;Women;15KM;Bronze
3174;1998;Nagano;Biathlon;Biathlon;DAFOVSKA, Ekaterina;BUL;Women;15KM;Gold
3175;1998;Nagano;Biathlon;Biathlon;PETROVA, Olena;UKR;Women;15KM;Silver
3176;1998;Nagano;Biathlon;Biathlon;AIDAROV, Aleksei;BLR;Men;20KM;Bronze
3177;1998;Nagano;Biathlon;Biathlon;HANEVOLD, Halvard;NOR;Men;20KM;Gold
3178;1998;Nagano;Biathlon;Biathlon;CARRARA, Pier Alberto;ITA;Men;20KM;Silver
3179;1998;Nagano;Biathlon;Biathlon;DRATSCHEV, Vladimir;RUS;Men;4X7.5KM Relay;Bronze
3180;1998;Nagano;Biathlon;Biathlon;MAIGOUROV, Victor;RUS;Men;4X7.5KM Relay;Bronze
3181;1998;Nagano;Biathlon;Biathlon;MOUSLIMOV, Pavel;RUS;Men;4X7.5KM Relay;Bronze
3182;1998;Nagano;Biathlon;Biathlon;TARASOV, Sergei;RUS;Men;4X7.5KM Relay;Bronze
3183;1998;Nagano;Biathlon;Biathlon;FISCHER, Sven;GER;Men;4X7.5KM Relay;Gold
3184;1998;Nagano;Biathlon;Biathlon;GROSS, Ricco;GER;Men;4X7.5KM Relay;Gold
3185;1998;Nagano;Biathlon;Biathlon;LUCK, Frank;GER;Men;4X7.5KM Relay;Gold
3186;1998;Nagano;Biathlon;Biathlon;SENDEL, Peter;GER;Men;4X7.5KM Relay;Gold
3187;1998;Nagano;Biathlon;Biathlon;BJOERNDALEN, Dag;NOR;Men;4X7.5KM Relay;Silver
3188;1998;Nagano;Biathlon;Biathlon;BJOERNDALEN, Ole Einar;NOR;Men;4X7.5KM Relay;Silver
3189;1998;Nagano;Biathlon;Biathlon;GJELLAND, Egil;NOR;Men;4X7.5KM Relay;Silver
3190;1998;Nagano;Biathlon;Biathlon;HANEVOLD, Halvard;NOR;Men;4X7.5KM Relay;Silver
3191;1998;Nagano;Biathlon;Biathlon;ANDREASSEN, Gunn Margit;NOR;Women;4X7.5KM Relay;Bronze
3192;1998;Nagano;Biathlon;Biathlon;POIREE, Liv Grete;NOR;Women;4X7.5KM Relay;Bronze
3193;1998;Nagano;Biathlon;Biathlon;SIKVELAND, Annette;NOR;Women;4X7.5KM Relay;Bronze
3194;1998;Nagano;Biathlon;Biathlon;SKJELBREID, Ann Elen;NOR;Women;4X7.5KM Relay;Bronze
3195;1998;Nagano;Biathlon;Biathlon;APEL, Katrin;GER;Women;4X7.5KM Relay;Gold
3196;1998;Nagano;Biathlon;Biathlon;BEHLE-SCHAAF, Petra;GER;Women;4X7.5KM Relay;Gold
3197;1998;Nagano;Biathlon;Biathlon;DISL, Uschi;GER;Women;4X7.5KM Relay;Gold
3198;1998;Nagano;Biathlon;Biathlon;ZELLNER, Martina;GER;Women;4X7.5KM Relay;Gold
3199;1998;Nagano;Biathlon;Biathlon;AKHATOVA, Albina;RUS;Women;4X7.5KM Relay;Silver
3200;1998;Nagano;Biathlon;Biathlon;KOUKLEVA, Galina;RUS;Women;4X7.5KM Relay;Silver
3201;1998;Nagano;Biathlon;Biathlon;MELNIK, Olga;RUS;Women;4X7.5KM Relay;Silver
3202;1998;Nagano;Biathlon;Biathlon;ROMASKO, Olga;RUS;Women;4X7.5KM Relay;Silver
3203;1998;Nagano;Biathlon;Biathlon;APEL, Katrin;GER;Women;7.5KM;Bronze
3204;1998;Nagano;Biathlon;Biathlon;KOUKLEVA, Galina;RUS;Women;7.5KM;Gold
3205;1998;Nagano;Biathlon;Biathlon;DISL, Uschi;GER;Women;7.5KM;Silver
3206;1998;Nagano;Bobsleigh;Bobsleigh;HOSTACHE, Emanuel;FRA;Men;Four-Man;Bronze
3207;1998;Nagano;Bobsleigh;Bobsleigh;LE CHANONY, Eric;FRA;Men;Four-Man;Bronze
3208;1998;Nagano;Bobsleigh;Bobsleigh;MINGEON, Bruno;FRA;Men;Four-Man;Bronze
3209;1998;Nagano;Bobsleigh;Bobsleigh;ROBERT, Max;FRA;Men;Four-Man;Bronze
3210;1998;Nagano;Bobsleigh;Bobsleigh;ATTWOOD, Paul;GBR;Men;Four-Man;Bronze
3211;1998;Nagano;Bobsleigh;Bobsleigh;OLSSON, Sean;GBR;Men;Four-Man;Bronze
3212;1998;Nagano;Bobsleigh;Bobsleigh;RUMBOLT, Courtney;GBR;Men;Four-Man;Bronze
3213;1998;Nagano;Bobsleigh;Bobsleigh;WARD, Dean;GBR;Men;Four-Man;Bronze
3214;1998;Nagano;Bobsleigh;Bobsleigh;HAMPEL, Olaf;GER;Men;Four-Man;Gold
3215;1998;Nagano;Bobsleigh;Bobsleigh;JAKOBS, Marco;GER;Men;Four-Man;Gold
3216;1998;Nagano;Bobsleigh;Bobsleigh;LANGEN, Christoph;GER;Men;Four-Man;Gold
3217;1998;Nagano;Bobsleigh;Bobsleigh;ZIMMERMANN, Markus;GER;Men;Four-Man;Gold
3218;1998;Nagano;Bobsleigh;Bobsleigh;NUESSLI, Markus;SUI;Men;Four-Man;Silver
3219;1998;Nagano;Bobsleigh;Bobsleigh;ROHNER, Marcel;SUI;Men;Four-Man;Silver
3220;1998;Nagano;Bobsleigh;Bobsleigh;SEITZ, Beat;SUI;Men;Four-Man;Silver
3221;1998;Nagano;Bobsleigh;Bobsleigh;WASSER, Markus;SUI;Men;Four-Man;Silver
3222;1998;Nagano;Bobsleigh;Bobsleigh;LANGEN, Christoph;GER;Men;Two-Man;Bronze
3223;1998;Nagano;Bobsleigh;Bobsleigh;ZIMMERMANN, Markus;GER;Men;Two-Man;Bronze
3224;1998;Nagano;Bobsleigh;Bobsleigh;LUEDERS, Pierre;CAN;Men;Two-Man;Gold
3225;1998;Nagano;Bobsleigh;Bobsleigh;MACEACHERN, David;CAN;Men;Two-Man;Gold
3226;1998;Nagano;Bobsleigh;Bobsleigh;HUBER, Guenther;ITA;Men;Two-Man;Gold
3227;1998;Nagano;Bobsleigh;Bobsleigh;TARTAGLIA, Antonio;ITA;Men;Two-Man;Gold
3228;1998;Nagano;Curling;Curling;GRIMSMO, Anthon;NOR;Men;Curling;Bronze
3229;1998;Nagano;Curling;Curling;GUNNESTAD, Stig-Arne;NOR;Men;Curling;Bronze
3230;1998;Nagano;Curling;Curling;RAMSFJELL, Eigil;NOR;Men;Curling;Bronze
3231;1998;Nagano;Curling;Curling;THORESEN, Jan;NOR;Men;Curling;Bronze
3232;1998;Nagano;Curling;Curling;TORVBRAATEN, Tore;NOR;Men;Curling;Bronze
3233;1998;Nagano;Curling;Curling;ANDRES, Dominic;SUI;Men;Curling;Gold
3234;1998;Nagano;Curling;Curling;HUERLIMANN, Patrick;SUI;Men;Curling;Gold
3235;1998;Nagano;Curling;Curling;LOERTSCHER, Patrik;SUI;Men;Curling;Gold
3236;1998;Nagano;Curling;Curling;MUELLER, Daniel;SUI;Men;Curling;Gold
3237;1998;Nagano;Curling;Curling;PERREN, Diego;SUI;Men;Curling;Gold
3238;1998;Nagano;Curling;Curling;HARRIS, Mike;CAN;Men;Curling;Silver
3239;1998;Nagano;Curling;Curling;HART, Richard;CAN;Men;Curling;Silver
3240;1998;Nagano;Curling;Curling;KARRYS, George;CAN;Men;Curling;Silver
3241;1998;Nagano;Curling;Curling;MITCHELL, Collin;CAN;Men;Curling;Silver
3242;1998;Nagano;Curling;Curling;SAVAGE, Paul;CAN;Men;Curling;Silver
3243;1998;Nagano;Curling;Curling;GUSTAFSON, Elisabet;SWE;Women;Curling;Bronze
3244;1998;Nagano;Curling;Curling;LINDAHL, Margaretha;SWE;Women;Curling;Bronze
3245;1998;Nagano;Curling;Curling;MARMONT, Louise;SWE;Women;Curling;Bronze
3246;1998;Nagano;Curling;Curling;NYBERG, Katarina;SWE;Women;Curling;Bronze
3247;1998;Nagano;Curling;Curling;PERSSON, Elisabeth;SWE;Women;Curling;Bronze
3248;1998;Nagano;Curling;Curling;BETKER, Jan;CAN;Women;Curling;Gold
3249;1998;Nagano;Curling;Curling;FORD, Atina;CAN;Women;Curling;Gold
3250;1998;Nagano;Curling;Curling;GUDEREIT, Marcia;CAN;Women;Curling;Gold
3251;1998;Nagano;Curling;Curling;MCCUSKER, Joan;CAN;Women;Curling;Gold
3252;1998;Nagano;Curling;Curling;SCHMIRLER, Sandra;CAN;Women;Curling;Gold
3253;1998;Nagano;Curling;Curling;BIDSTRUP, Jane;DEN;Women;Curling;Silver
3254;1998;Nagano;Curling;Curling;HOLM, Dorthe;DEN;Women;Curling;Silver
3255;1998;Nagano;Curling;Curling;LAVRSEN, Helena Blach;DEN;Women;Curling;Silver
3256;1998;Nagano;Curling;Curling;POERTNER, Margit;DEN;Women;Curling;Silver
3257;1998;Nagano;Curling;Curling;QVIST, Trine;DEN;Women;Curling;Silver
3258;1998;Nagano;Ice Hockey;Ice Hockey;BERG, Aki-Petteri;FIN;Men;Ice Hockey;Bronze
3259;1998;Nagano;Ice Hockey;Ice Hockey;GROENMAN, Tomas;FIN;Men;Ice Hockey;Bronze
3260;1998;Nagano;Ice Hockey;Ice Hockey;HELMINEN, Raimo;FIN;Men;Ice Hockey;Bronze
3261;1998;Nagano;Ice Hockey;Ice Hockey;KAPANEN, Sami;FIN;Men;Ice Hockey;Bronze
3262;1998;Nagano;Ice Hockey;Ice Hockey;KOIVU, Saku;FIN;Men;Ice Hockey;Bronze
3263;1998;Nagano;Ice Hockey;Ice Hockey;KURRI, Jari;FIN;Men;Ice Hockey;Bronze
3264;1998;Nagano;Ice Hockey;Ice Hockey;LAUKKANEN, Janne;FIN;Men;Ice Hockey;Bronze
3265;1998;Nagano;Ice Hockey;Ice Hockey;LEHTINEN, Jere;FIN;Men;Ice Hockey;Bronze
3266;1998;Nagano;Ice Hockey;Ice Hockey;LIND, Juha;FIN;Men;Ice Hockey;Bronze
3267;1998;Nagano;Ice Hockey;Ice Hockey;LUMME, Jyrki;FIN;Men;Ice Hockey;Bronze
3268;1998;Nagano;Ice Hockey;Ice Hockey;MYLLYS, Jarmo;FIN;Men;Ice Hockey;Bronze
3269;1998;Nagano;Ice Hockey;Ice Hockey;NIEMINEN, Mika;FIN;Men;Ice Hockey;Bronze
3270;1998;Nagano;Ice Hockey;Ice Hockey;NIINIMAA, Janne;FIN;Men;Ice Hockey;Bronze
3271;1998;Nagano;Ice Hockey;Ice Hockey;NUMMINEN, Teppo;FIN;Men;Ice Hockey;Bronze
3272;1998;Nagano;Ice Hockey;Ice Hockey;PELTONEN, Ville;FIN;Men;Ice Hockey;Bronze
